GEO,UNIT,SECTOR,NA_ITEM\TIME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Spain,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EA18 (2014)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EA19 (from 2015)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EU25 (2004-2006)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EU27 (2007-2013)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Local government,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Local government,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
